,1.0,2.0,3.0,5.0,7.0,10.0,20.0,30.0
2010,6.561230016285208,6.853826741007378,6.785541093012243,6.500783417601026,6.295314359495737,6.120937328677108,5.912222051061939,5.8425706050401685
2020,4.931941638995544,5.17762838373962,5.1894841311525175,5.083682177166994,4.994850998943271,4.917443841521842,4.82430292281194,4.793212892611874
2030,4.825295805349385,5.121312968431871,5.117922520030637,4.95639541568078,4.827987091823964,4.717093775606757,4.583897444896616,4.539440696877486
2040,4.4111770117606985,4.717787507263539,4.734129318188756,4.605069994568474,4.496081282075886,4.40102134055043,4.286618792823223,4.248431408914261
2050,2.5691621098220394,2.7646756219414454,2.9074649562341,3.0801792477844776,3.1707944162136426,3.2422020871491632,3.3263349090570395,3.3543908915871037
2060,2.9384643323997097,3.1421250092908704,3.2903199369228515,3.4691823039403027,3.5629148061736724,3.6367549736614757,3.723747471228108,3.7527569791608455
2070,3.160018119289436,3.3876834055571354,3.5354107259234873,3.700803364936881,3.783889933405603,3.8485453786525876,3.924508084174029,3.949836227346482
2080,3.3308154213163297,3.5459522306746356,3.7160300093907845,3.931041066226552,4.046423814300844,4.137921713154714,4.245874886793626,4.2818766285312115
2090,2.9996138500978335,3.173196308731624,3.395348910649295,3.7324408184657263,3.9282631806106463,4.086792425511621,4.274676155436927,4.337347342071423
2100,2.792242232720391,2.9434595666431322,3.1985487362639735,3.6108038459679745,3.855858050510486,4.05536087026315,4.292090080871967,4.371058740600368
